timestamp,Sorted
8/2/2024 17:26,0
8/2/2024 17:27,0
8/2/2024 17:28,0
8/2/2024 17:28,0
8/2/2024 17:30,0
8/2/2024 17:30,0
8/2/2024 17:31,0
8/2/2024 17:32,0
8/2/2024 17:33,0
8/2/2024 17:33,0
8/2/2024 17:33,0
8/2/2024 17:33,0
8/2/2024 17:33,0
8/2/2024 17:33,0
8/2/2024 17:33,0
8/2/2024 17:33,0
8/2/2024 17:33,0
8/2/2024 17:33,0
8/2/2024 17:33,0
8/2/2024 17:33,0
8/2/2024 17:33,0
8/2/2024 17:33,0
8/2/2024 17:33,0
8/2/2024 17:33,0
8/2/2024 17:33,0
8/2/2024 17:33,0
8/2/2024 17:34,0
8/2/2024 17:34,0
8/2/2024 17:34,0
8/2/2024 17:34,0
8/2/2024 17:34,0
8/2/2024 17:34,0
8/2/2024 17:34,0
8/2/2024 17:34,0
8/2/2024 17:34,0
8/2/2024 17:35,0
8/2/2024 17:35,0
8/2/2024 17:35,0
8/2/2024 17:35,0
8/2/2024 17:35,0
8/2/2024 17:35,0
8/2/2024 17:35,0
8/2/2024 17:35,0
8/2/2024 17:35,0
8/2/2024 17:35,0
8/2/2024 17:35,0
8/2/2024 17:35,0
8/2/2024 17:35,0
8/2/2024 17:35,0
8/2/2024 17:35,0
8/2/2024 17:35,0
8/2/2024 17:35,0
8/2/2024 17:36,0
8/2/2024 17:36,0
8/2/2024 17:36,0
8/2/2024 17:36,0
8/2/2024 17:36,0
8/2/2024 17:36,0
8/2/2024 17:36,0
8/2/2024 17:36,0
8/2/2024 17:36,0
8/2/2024 17:36,0
8/2/2024 17:36,0
8/2/2024 17:37,0
8/2/2024 17:37,0
8/2/2024 17:37,0
8/2/2024 17:37,0
8/2/2024 17:37,0
8/2/2024 17:37,0
8/2/2024 17:37,0
8/2/2024 17:37,0
8/2/2024 17:37,0
8/2/2024 17:38,0
8/2/2024 17:38,0
8/2/2024 17:38,0
8/2/2024 17:38,0
8/2/2024 17:38,0
8/2/2024 17:38,0
8/2/2024 17:38,0
8/2/2024 17:38,0
8/2/2024 17:38,0
8/2/2024 17:38,0
8/2/2024 17:38,0
8/2/2024 17:38,0
8/2/2024 17:38,0
8/2/2024 17:38,0
