timestamp,Inducted
2024-08-02 16:51:33.584825,0
2024-08-02 16:52:53.584825,0
2024-08-02 16:52:58.727682,4
2024-08-02 16:53:03.870539,6
2024-08-02 16:53:04.870539,7
2024-08-02 16:53:05.870539,8
2024-08-02 16:53:09.013397,10
2024-08-02 16:53:10.013397,11
2024-08-02 16:53:11.013397,12
2024-08-02 16:53:14.156254,14
2024-08-02 16:53:15.156254,15
2024-08-02 16:53:16.156254,16
2024-08-02 16:53:19.299111,18
2024-08-02 16:53:20.299111,19
2024-08-02 16:53:21.299111,20
2024-08-02 16:53:23.545864,20
2024-08-02 16:53:24.441968,22
2024-08-02 16:53:25.441968,23
2024-08-02 16:53:26.441968,24
2024-08-02 16:53:29.584825,26
2024-08-02 16:53:30.584825,27
2024-08-02 16:53:31.584825,28
2024-08-02 16:53:33.831578,28
2024-08-02 16:53:34.727682,30
2024-08-02 16:53:34.831578,30
2024-08-02 16:53:35.727682,31
2024-08-02 16:53:36.727682,32
2024-08-02 16:53:37.974436,32
2024-08-02 16:53:39.870539,34
2024-08-02 16:53:40.870539,35
2024-08-02 16:53:41.870539,36
2024-08-02 16:53:45.013397,38
2024-08-02 16:53:45.364046,38
2024-08-02 16:53:46.013397,39
2024-08-02 16:53:47.013397,40
2024-08-02 16:53:50.156254,42
2024-08-02 16:53:51.156254,43
2024-08-02 16:53:52.156254,44
2024-08-02 16:53:55.299111,46
2024-08-02 16:53:56.299111,47
2024-08-02 16:53:57.299111,48
2024-08-02 16:53:58.545864,48
2024-08-02 16:53:59.545864,48
2024-08-02 16:54:04.688721,48
2024-08-02 16:54:07.182228,48
2024-08-02 16:54:13.584825,48
2024-08-02 16:54:18.727682,52
2024-08-02 16:54:20.364046,52
2024-08-02 16:54:21.364046,52
2024-08-02 16:54:23.870539,54
2024-08-02 16:54:24.870539,55
2024-08-02 16:54:25.870539,56
2024-08-02 16:54:26.506903,56
2024-08-02 16:54:29.000410,56
2024-08-02 16:54:29.013397,58
2024-08-02 16:54:30.013397,59
2024-08-02 16:54:31.013397,60
2024-08-02 16:54:34.156254,62
2024-08-02 16:54:35.156254,63
2024-08-02 16:54:36.156254,64
2024-08-02 16:54:39.299111,66
2024-08-02 16:54:40.299111,67
2024-08-02 16:54:41.299111,68
2024-08-02 16:54:44.441968,70
2024-08-02 16:54:45.441968,71
2024-08-02 16:54:46.441968,72
2024-08-02 16:54:47.688721,72
2024-08-02 16:54:48.688721,72
2024-08-02 16:54:49.584825,74
2024-08-02 16:54:50.584825,75
2024-08-02 16:54:51.584825,76
2024-08-02 16:54:53.831578,76
2024-08-02 16:54:54.727682,78
2024-08-02 16:54:55.727682,79
2024-08-02 16:54:56.727682,80
2024-08-02 16:54:57.974436,80
2024-08-02 16:54:59.870539,82
2024-08-02 16:55:00.870539,83
2024-08-02 16:55:01.870539,84
2024-08-02 16:55:05.013397,86
2024-08-02 16:55:06.013397,87
2024-08-02 16:55:07.013397,88
2024-08-02 16:55:09.506903,88
2024-08-02 16:55:10.156254,90
2024-08-02 16:55:10.506903,90
2024-08-02 16:55:11.156254,91
2024-08-02 16:55:12.156254,92
2024-08-02 16:55:15.299111,94
2024-08-02 16:55:15.649760,94
2024-08-02 16:55:16.299111,95
2024-08-02 16:55:17.299111,96
2024-08-02 16:55:19.792617,96
2024-08-02 16:55:20.441968,97
2024-08-02 16:55:31.325085,97
2024-08-02 16:55:32.325085,97
2024-08-02 16:55:33.584825,97
2024-08-02 16:55:37.467942,97
2024-08-02 16:55:38.727682,101
2024-08-02 16:55:41.610799,101
2024-08-02 16:55:43.870539,103
2024-08-02 16:55:44.870539,104
2024-08-02 16:55:45.870539,105
2024-08-02 16:55:49.013397,107
2024-08-02 16:55:50.013397,108
2024-08-02 16:55:51.013397,109
2024-08-02 16:55:53.143267,109
2024-08-02 16:55:54.143267,109
2024-08-02 16:55:54.156254,111
2024-08-02 16:55:55.156254,112
2024-08-02 16:55:56.156254,113
2024-08-02 16:55:59.286124,113
2024-08-02 16:55:59.299111,115
2024-08-02 16:56:00.299111,116
2024-08-02 16:56:01.299111,117
2024-08-02 16:56:03.428981,117
2024-08-02 16:56:04.441968,119
2024-08-02 16:56:05.441968,120
2024-08-02 16:56:06.441968,121
2024-08-02 16:56:09.584825,123
2024-08-02 16:56:10.584825,124
2024-08-02 16:56:11.584825,125
