time,queue_length
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,2
105,2
106,2
107,2
108,2
109,3
110,3
111,3
112,3
113,3
114,3
115,3
116,4
117,4
118,4
119,4
120,4
121,4
122,4
123,4
124,4
125,4
126,4
127,4
128,4
129,4
130,4
131,4
132,4
133,5
134,5
135,5
136,5
137,5
138,5
139,5
140,5
141,6
142,6
143,6
144,6
145,6
146,6
147,6
148,6
149,7
150,7
151,7
152,7
153,7
154,7
155,7
156,7
157,7
158,7
159,7
160,7
161,7
162,7
163,7
164,7
165,7
166,7
167,7
168,8
169,8
170,8
171,8
172,8
173,8
174,8
175,9
176,9
177,9
178,9
179,9
180,9
181,9
182,10
183,10
184,10
185,10
186,10
187,10
188,10
189,10
190,10
191,10
192,10
193,10
194,10
195,10
196,10
197,10
198,10
199,10
200,10
201,10
202,10
203,10
204,10
205,10
206,10
207,10
208,10
209,10
210,10
211,10
212,10
213,10
214,10
215,10
216,10
217,11
218,11
219,11
220,11
221,11
222,11
223,11
224,11
225,11
226,12
227,12
228,12
229,12
230,13
231,13
232,13
233,13
234,13
235,13
236,13
237,14
238,14
239,14
240,14
241,14
242,14
243,14
244,15
245,15
246,15
247,15
248,15
249,15
250,15
251,16
252,16
253,16
254,16
255,16
256,17
257,17
258,17
259,17
260,17
261,17
262,17
263,18
264,18
265,18
266,18
267,18
268,18
269,18
270,19
271,19
272,19
273,19
274,19
275,19
276,19
277,20
278,20
279,20
280,20
281,20
282,21
283,21
284,21
285,21
286,21
287,21
288,21
289,21
290,22
291,22
292,22
293,22
294,22
295,22
296,22
297,23
298,23
299,23
300,23
301,24
302,24
303,24
304,24
305,24
306,24
307,24
308,25
309,25
310,25
311,25
312,25
313,25
314,25
315,25
316,26
317,26
318,26
319,26
320,26
321,26
322,26
323,27
324,27
325,27
326,27
327,27
328,28
329,28
330,28
331,28
332,28
333,28
334,28
335,29
336,29
337,29
338,29
339,30
340,30
341,30
342,30
343,30
344,30
345,30
346,30
347,30
348,30
349,30
350,30
351,30
352,30
353,30
354,30
355,30
356,30
357,30
358,30
359,30
360,30
361,30
362,30
363,30
364,30
365,30
366,30
367,31
368,32
369,34
370,35
371,36
372,37
373,38
374,39
375,41
376,42
377,43
378,44
379,45
380,46
381,45
382,45
383,45
384,45
385,43
386,43
387,43
388,43
389,41
390,41
391,41
392,41
393,39
394,39
395,39
396,39
397,37
398,37
399,37
400,37
401,35
402,35
403,35
404,35
405,33
406,33
407,33
408,33
409,32
410,31
411,31
412,31
413,30
414,30
415,29
416,29
417,29
418,28
419,28
420,27
421,27
422,27
423,27
424,27
425,27
426,27
427,27
428,27
429,27
430,27
431,27
432,27
433,27
434,27
435,27
436,27
437,27
438,27
439,27
440,25
441,25
442,25
443,25
444,23
445,23
446,23
447,23
448,21
449,21
450,21
451,21
452,20
453,19
454,19
455,19
456,18
457,17
458,17
459,17
460,16
461,16
462,15
463,15
464,15
465,14
466,14
467,13
468,13
469,13
470,12
471,12
472,11
473,11
474,11
475,10
476,10
477,9
478,9
479,9
480,8
481,8
482,8
483,7
484,7
485,6
486,6
487,6
488,5
489,5
490,4
491,4
492,4
493,3
494,3
495,3
496,2
497,2
498,1
499,1
500,1
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
