sortation_center_id,inbound_date,planned_arrival_datetime,actual_arrival_datetime,,actual_pallets,planned_pallets,actual_packages,planned_packages,planned_truck_sequence,actual_truck_sequence,day_of_week,Promotion,TMAX,TMIN,AWND,PRCP,SNOW,RAFT,yesterday_packages,Time Delta,Truck Number,Total Daily Packages,percentage contribution
3858,5/1/2024,5/1/2024 18:05,5/1/2024 17:29,6:05:00 PM,9,9,447,447,1,1,Wednesday,0,65.4,48.4,11.06666667,0.406969697,0,7303,7848,-35.99999999,1,8601,0.051970701
3858,5/1/2024,5/1/2024 18:44,5/1/2024 18:19,6:44:00 PM,11,11,604,604,2,4,Wednesday,0,65.4,48.4,11.06666667,0.406969697,0,7303,7848,-25,2,8601,0.070224393
3858,5/1/2024,5/1/2024 19:00,5/1/2024 18:08,7:00:00 PM,12,12,584,584,3,2,Wednesday,0,65.4,48.4,11.06666667,0.406969697,0,7303,7848,-51.99999999,3,8601,0.067899082
3858,5/1/2024,5/1/2024 19:15,5/1/2024 18:29,7:15:00 PM,5,5,277,277,4,5,Wednesday,0,65.4,48.4,11.06666667,0.406969697,0,7303,7848,-46,4,8601,0.032205557
3858,5/1/2024,5/1/2024 19:33,5/1/2024 18:08,7:33:00 PM,8,9,468,470,5,3,Wednesday,0,65.4,48.4,11.06666667,0.406969697,0,7303,7848,-84.99999999,5,8601,0.054412278
3858,5/1/2024,5/1/2024 19:45,5/1/2024 19:24,7:45:00 PM,17,17,876,876,6,7,Wednesday,0,65.4,48.4,11.06666667,0.406969697,0,7303,7848,-21,6,8601,0.101848622
3858,5/1/2024,5/1/2024 20:05,5/1/2024 19:15,8:05:00 PM,5,5,219,219,7,6,Wednesday,0,65.4,48.4,11.06666667,0.406969697,0,7303,7848,-50,7,8601,0.025462156
3858,5/1/2024,5/1/2024 20:42,5/1/2024 19:52,8:42:00 PM,12,12,623,623,8,8,Wednesday,0,65.4,48.4,11.06666667,0.406969697,0,7303,7848,-50.00000001,8,8601,0.072433438
3858,5/1/2024,5/1/2024 21:01,5/1/2024 20:07,9:01:00 PM,13,13,657,657,9,9,Wednesday,0,65.4,48.4,11.06666667,0.406969697,0,7303,7848,-54.00000001,9,8601,0.076386467
3858,5/1/2024,5/1/2024 21:01,5/1/2024 20:13,9:01:00 PM,10,10,713,713,10,11,Wednesday,0,65.4,48.4,11.06666667,0.406969697,0,7303,7848,-48,10,8601,0.082897338
3858,5/1/2024,5/1/2024 21:15,5/1/2024 20:10,9:15:00 PM,7,7,363,363,11,10,Wednesday,0,65.4,48.4,11.06666667,0.406969697,0,7303,7848,-64.99999999,11,8601,0.042204395
3858,5/2/2024,5/2/2024 8:52,5/2/2024 7:50,8:52:00 AM,3,3,146,146,12,14,Thursday,0,57.4,47.8,6.4,0.253039216,0,8349,8601,-61.99999999,12,6859,0.021285902
3858,5/2/2024,5/2/2024 8:56,5/2/2024 7:31,8:56:00 AM,5,5,203,203,13,13,Thursday,0,57.4,47.8,6.4,0.253039216,0,8349,8601,-84.99999999,13,6859,0.029596151
3858,5/2/2024,5/2/2024 9:20,5/2/2024 9:02,9:20:00 AM,4,4,204,204,14,15,Thursday,0,57.4,47.8,6.4,0.253039216,0,8349,8601,-18.00000001,14,6859,0.029741945
3858,5/2/2024,5/2/2024 9:30,5/2/2024 6:59,9:30:00 AM,3,3,156,156,15,12,Thursday,0,57.4,47.8,6.4,0.253039216,0,8349,8601,-151,15,6859,0.02274384
3858,5/2/2024,5/2/2024 18:05,5/2/2024 17:52,6:05:00 PM,9,9,481,481,1,1,Thursday,0,57.4,47.8,6.4,0.253039216,0,8349,8601,-13,1,6859,0.070126841
3858,5/2/2024,5/2/2024 18:44,5/2/2024 18:22,6:44:00 PM,9,9,423,423,2,2,Thursday,0,57.4,47.8,6.4,0.253039216,0,8349,8601,-22,2,6859,0.061670797
3858,5/2/2024,5/2/2024 19:00,5/2/2024 18:27,7:00:00 PM,12,13,582,606,3,3,Thursday,0,57.4,47.8,6.4,0.253039216,0,8349,8601,-32.99999999,3,6859,0.084852019
3858,5/2/2024,5/2/2024 19:15,5/2/2024 18:35,7:15:00 PM,5,5,275,275,4,4,Thursday,0,57.4,47.8,6.4,0.253039216,0,8349,8601,-40,4,6859,0.040093308
3858,5/2/2024,5/2/2024 19:33,5/2/2024 19:39,7:33:00 PM,7,8,425,433,5,7,Thursday,0,57.4,47.8,6.4,0.253039216,0,8349,8601,5.999999999,5,6859,0.061962385
3858,5/2/2024,5/2/2024 19:45,5/2/2024 18:50,7:45:00 PM,12,13,641,709,6,5,Thursday,0,57.4,47.8,6.4,0.253039216,0,8349,8601,-55,6,6859,0.093453856
3858,5/2/2024,5/2/2024 20:05,5/2/2024 19:15,8:05:00 PM,3,3,152,152,7,6,Thursday,0,57.4,47.8,6.4,0.253039216,0,8349,8601,-50,7,6859,0.022160665
3858,5/2/2024,5/2/2024 20:42,5/2/2024 20:18,8:42:00 PM,11,11,610,610,8,10,Thursday,0,57.4,47.8,6.4,0.253039216,0,8349,8601,-24,8,6859,0.088934247
3858,5/2/2024,5/2/2024 21:01,5/2/2024 20:06,9:01:00 PM,10,10,699,699,9,8,Thursday,0,57.4,47.8,6.4,0.253039216,0,8349,8601,-55,9,6859,0.101909899
3858,5/2/2024,5/2/2024 21:15,5/2/2024 20:17,9:15:00 PM,4,4,308,308,10,9,Thursday,0,57.4,47.8,6.4,0.253039216,0,8349,8601,-58,11,6859,0.044904505
3858,5/3/2024,5/3/2024 8:52,5/3/2024 7:47,8:52:00 AM,3,3,124,124,11,12,Friday,0,67.4,42.8,9.3,0.372291667,0,8668,6859,-64.99999999,12,10536,0.011769172
3858,5/3/2024,5/3/2024 8:56,5/3/2024 8:54,8:56:00 AM,4,4,236,236,12,14,Friday,0,67.4,42.8,9.3,0.372291667,0,8668,6859,-1.999999996,13,10536,0.022399393
3858,5/3/2024,5/3/2024 9:20,5/3/2024 8:47,9:20:00 AM,4,6,145,221,13,13,Friday,0,67.4,42.8,9.3,0.372291667,0,8668,6859,-33,14,10536,0.013762339
3858,5/3/2024,5/3/2024 9:30,5/3/2024 7:21,9:30:00 AM,4,4,236,236,14,11,Friday,0,67.4,42.8,9.3,0.372291667,0,8668,6859,-129,15,10536,0.022399393
3858,5/3/2024,5/3/2024 18:05,5/3/2024 17:35,6:05:00 PM,10,10,585,585,1,1,Friday,0,67.4,42.8,9.3,0.372291667,0,8668,6859,-29.99999999,1,10536,0.055523918
3858,5/3/2024,5/3/2024 18:44,5/3/2024 18:07,6:44:00 PM,6,6,319,319,2,2,Friday,0,67.4,42.8,9.3,0.372291667,0,8668,6859,-36.99999999,2,10536,0.030277145
3858,5/3/2024,5/3/2024 19:00,5/3/2024 18:08,7:00:00 PM,10,12,599,637,3,3,Friday,0,67.4,42.8,9.3,0.372291667,0,8668,6859,-51.99999999,3,10536,0.056852696
3858,5/3/2024,5/3/2024 19:15,5/3/2024 19:10,7:15:00 PM,5,5,315,315,4,5,Friday,0,67.4,42.8,9.3,0.372291667,0,8668,6859,-5.000000006,4,10536,0.029897494
3858,5/3/2024,5/3/2024 19:33,5/3/2024 18:28,7:33:00 PM,7,8,466,468,5,4,Friday,0,67.4,42.8,9.3,0.372291667,0,8668,6859,-65,5,10536,0.044229309
3858,5/3/2024,5/3/2024 19:45,5/3/2024 23:20,7:45:00 PM,13,13,818,818,6,11,Friday,0,67.4,42.8,9.3,0.372291667,0,8668,6859,215,6,10536,0.077638573
3858,5/3/2024,5/3/2024 20:05,5/3/2024 19:51,8:05:00 PM,4,4,215,215,7,6,Friday,0,67.4,42.8,9.3,0.372291667,0,8668,6859,-14,7,10536,0.020406226
3858,5/3/2024,5/3/2024 20:42,5/3/2024 19:59,8:42:00 PM,9,10,533,637,8,7,Friday,0,67.4,42.8,9.3,0.372291667,0,8668,6859,-43,8,10536,0.050588459
3858,5/3/2024,5/3/2024 21:01,5/3/2024 20:07,9:01:00 PM,13,14,649,660,10,8,Friday,0,67.4,42.8,9.3,0.372291667,0,8668,6859,-54.00000001,9,10536,0.06159833
3858,5/3/2024,5/3/2024 21:01,5/3/2024 20:24,9:01:00 PM,12,12,875,875,9,9,Friday,0,67.4,42.8,9.3,0.372291667,0,8668,6859,-37.00000001,10,10536,0.083048595
3858,5/3/2024,5/3/2024 21:15,5/3/2024 20:34,9:15:00 PM,6,6,406,406,11,10,Friday,0,67.4,42.8,9.3,0.372291667,0,8668,6859,-41,11,10536,0.038534548
3858,5/4/2024,5/4/2024 8:52,5/4/2024 8:26,8:52:00 AM,5,5,125,125,12,14,Saturday,0,64.2,46,8.533333333,0.168314607,0,7378,10536,-25.99999999,12,11695,0.010688328
3858,5/4/2024,5/4/2024 8:56,5/4/2024 7:31,8:56:00 AM,5,5,229,229,13,12,Saturday,0,64.2,46,8.533333333,0.168314607,0,7378,10536,-84.99999999,13,11695,0.019581018
3858,5/4/2024,5/4/2024 9:20,5/4/2024 8:09,9:20:00 AM,6,6,228,228,14,13,Saturday,0,64.2,46,8.533333333,0.168314607,0,7378,10536,-71,14,11695,0.019495511
3858,5/4/2024,5/4/2024 18:05,5/4/2024 17:31,6:05:00 PM,7,7,394,394,1,1,Saturday,0,64.2,46,8.533333333,0.168314607,0,7378,10536,-34,1,11695,0.033689611
3858,5/4/2024,5/4/2024 18:44,5/4/2024 17:42,6:44:00 PM,9,9,556,556,2,2,Saturday,0,64.2,46,8.533333333,0.168314607,0,7378,10536,-61.99999999,2,11695,0.047541684
3858,5/4/2024,5/4/2024 19:00,5/4/2024 18:00,7:00:00 PM,10,11,573,588,3,4,Saturday,0,64.2,46,8.533333333,0.168314607,0,7378,10536,-60,3,11695,0.048995297
3858,5/4/2024,5/4/2024 19:15,5/4/2024 18:36,7:15:00 PM,4,4,218,218,4,5,Saturday,0,64.2,46,8.533333333,0.168314607,0,7378,10536,-39,4,11695,0.018640445
3858,5/4/2024,5/4/2024 19:33,5/4/2024 17:47,7:33:00 PM,9,9,508,508,5,3,Saturday,0,64.2,46,8.533333333,0.168314607,0,7378,10536,-106,5,11695,0.043437366
3858,5/4/2024,5/4/2024 19:45,5/4/2024 19:26,7:45:00 PM,12,12,800,800,6,7,Saturday,0,64.2,46,8.533333333,0.168314607,0,7378,10536,-19,6,11695,0.068405301
3858,5/4/2024,5/4/2024 20:05,5/4/2024 19:17,8:05:00 PM,4,4,209,209,7,6,Saturday,0,64.2,46,8.533333333,0.168314607,0,7378,10536,-48,7,11695,0.017870885
3858,5/4/2024,5/4/2024 20:42,5/4/2024 19:43,8:42:00 PM,11,11,543,543,8,8,Saturday,0,64.2,46,8.533333333,0.168314607,0,7378,10536,-59,8,11695,0.046430098
3858,5/4/2024,5/4/2024 21:01,5/4/2024 20:08,9:01:00 PM,9,9,636,636,9,10,Saturday,0,64.2,46,8.533333333,0.168314607,0,7378,10536,-53.00000001,9,11695,0.054382215
3858,5/4/2024,5/4/2024 21:01,5/4/2024 20:31,9:01:00 PM,11,11,603,603,10,11,Saturday,0,64.2,46,8.533333333,0.168314607,0,7378,10536,-30,10,11695,0.051560496
3858,5/4/2024,5/4/2024 21:15,5/4/2024 19:55,9:15:00 PM,6,6,374,374,11,9,Saturday,0,64.2,46,8.533333333,0.168314607,0,7378,10536,-80,11,11695,0.031979478
3858,5/5/2024,5/5/2024 8:52,5/5/2024 8:14,8:52:00 AM,4,5,163,216,12,14,Sunday,0,68.2,41.8,4.4,0.103815789,0,6594,11695,-38,12,10892,0.014965112
3858,5/5/2024,5/5/2024 8:56,5/5/2024 7:31,8:56:00 AM,5,5,287,287,13,13,Sunday,0,68.2,41.8,4.4,0.103815789,0,6594,11695,-84.99999999,13,10892,0.026349614
3858,5/5/2024,5/5/2024 9:20,5/5/2024 8:21,9:20:00 AM,3,4,169,189,14,15,Sunday,0,68.2,41.8,4.4,0.103815789,0,6594,11695,-59,14,10892,0.015515975
3858,5/5/2024,5/5/2024 9:30,5/5/2024 7:21,9:30:00 AM,4,4,184,184,15,12,Sunday,0,68.2,41.8,4.4,0.103815789,0,6594,11695,-129,15,10892,0.016893133
3858,5/5/2024,5/5/2024 18:05,5/5/2024 17:26,6:05:00 PM,12,12,643,643,1,1,Sunday,0,68.2,41.8,4.4,0.103815789,0,6594,11695,-38.99999999,1,10892,0.059034154
3858,5/5/2024,5/5/2024 18:44,5/5/2024 18:21,6:44:00 PM,12,12,730,730,2,3,Sunday,0,68.2,41.8,4.4,0.103815789,0,6594,11695,-23,2,10892,0.067021667
3858,5/5/2024,5/5/2024 19:00,5/5/2024 17:42,7:00:00 PM,14,14,687,687,3,2,Sunday,0,68.2,41.8,4.4,0.103815789,0,6594,11695,-77.99999999,3,10892,0.063073816
3858,5/5/2024,5/5/2024 19:33,5/5/2024 18:24,7:33:00 PM,9,9,650,650,4,4,Sunday,0,68.2,41.8,4.4,0.103815789,0,6594,11695,-68.99999999,5,10892,0.059676827
3858,5/5/2024,5/5/2024 19:45,5/5/2024 19:07,7:45:00 PM,15,15,1011,1011,5,6,Sunday,0,68.2,41.8,4.4,0.103815789,0,6594,11695,-38,6,10892,0.092820419
3858,5/5/2024,5/5/2024 20:05,5/5/2024 19:04,8:05:00 PM,2,2,87,87,6,5,Sunday,0,68.2,41.8,4.4,0.103815789,0,6594,11695,-61,7,10892,0.007987514
3858,5/5/2024,5/5/2024 20:42,5/5/2024 19:43,8:42:00 PM,13,13,751,751,7,7,Sunday,0,68.2,41.8,4.4,0.103815789,0,6594,11695,-59,8,10892,0.068949688
3858,5/5/2024,5/5/2024 21:01,5/5/2024 19:57,9:01:00 PM,12,12,729,729,9,8,Sunday,0,68.2,41.8,4.4,0.103815789,0,6594,11695,-64,9,10892,0.066929857
3858,5/5/2024,5/5/2024 21:01,5/5/2024 20:08,9:01:00 PM,13,13,1029,1029,8,10,Sunday,0,68.2,41.8,4.4,0.103815789,0,6594,11695,-53.00000001,10,10892,0.094473008
3858,5/5/2024,5/5/2024 21:15,5/5/2024 20:01,9:15:00 PM,7,7,434,434,10,9,Sunday,0,68.2,41.8,4.4,0.103815789,0,6594,11695,-74,11,10892,0.039845758
3858,5/6/2024,5/6/2024 8:52,5/6/2024 8:03,8:52:00 AM,6,6,322,322,11,13,Monday,0,73,47,13.26666667,0.001139241,0,8488,10892,-48.99999999,12,9663,0.033322985
3858,5/6/2024,5/6/2024 8:56,5/6/2024 7:54,8:56:00 AM,6,7,367,369,12,12,Monday,0,73,47,13.26666667,0.001139241,0,8488,10892,-61.99999999,13,9663,0.037979923
3858,5/6/2024,5/6/2024 9:20,5/6/2024 8:46,9:20:00 AM,6,6,242,242,13,14,Monday,0,73,47,13.26666667,0.001139241,0,8488,10892,-34.00000001,14,9663,0.025043982
3858,5/6/2024,5/6/2024 9:30,5/6/2024 7:01,9:30:00 AM,4,4,224,224,14,11,Monday,0,73,47,13.26666667,0.001139241,0,8488,10892,-149,15,9663,0.023181207
3858,5/6/2024,5/6/2024 18:05,5/6/2024 17:43,6:05:00 PM,15,15,770,770,1,1,Monday,0,73,47,13.26666667,0.001139241,0,8488,10892,-22,1,9663,0.079685398
3858,5/6/2024,5/6/2024 18:44,5/6/2024 19:07,6:44:00 PM,17,17,969,969,2,5,Monday,0,73,47,13.26666667,0.001139241,0,8488,10892,23,2,9663,0.100279416
3858,5/6/2024,5/6/2024 19:00,5/6/2024 18:22,7:00:00 PM,15,15,805,805,3,3,Monday,0,73,47,13.26666667,0.001139241,0,8488,10892,-38,3,9663,0.083307461
3858,5/6/2024,5/6/2024 19:15,5/6/2024 17:53,7:15:00 PM,5,5,351,351,4,2,Monday,0,73,47,13.26666667,0.001139241,0,8488,10892,-82.00000001,4,9663,0.036324123
3858,5/6/2024,5/6/2024 19:33,5/6/2024 18:31,7:33:00 PM,13,13,893,893,5,4,Monday,0,73,47,13.26666667,0.001139241,0,8488,10892,-62,5,9663,0.092414364
3858,5/6/2024,5/6/2024 19:45,5/6/2024 19:45,7:45:00 PM,19,19,1128,1128,6,7,Monday,0,73,47,13.26666667,0.001139241,0,8488,10892,0,6,9663,0.116733934
3858,5/6/2024,5/6/2024 20:05,5/6/2024 19:25,8:05:00 PM,4,4,292,292,7,6,Monday,0,73,47,13.26666667,0.001139241,0,8488,10892,-39.99999999,7,9663,0.030218359
3858,5/6/2024,5/6/2024 21:01,5/6/2024 20:11,9:01:00 PM,13,13,785,785,8,9,Monday,0,73,47,13.26666667,0.001139241,0,8488,10892,-50.00000001,9,9663,0.081237711
3858,5/6/2024,5/6/2024 21:01,5/6/2024 20:11,9:01:00 PM,15,17,1090,1118,9,10,Monday,0,73,47,13.26666667,0.001139241,0,8488,10892,-50.00000001,10,9663,0.112801407
3858,5/6/2024,5/6/2024 21:15,5/6/2024 20:07,9:15:00 PM,7,7,493,493,10,8,Monday,0,73,47,13.26666667,0.001139241,0,8488,10892,-68,11,9663,0.051019352
3858,5/7/2024,5/7/2024 8:52,5/7/2024 8:18,8:52:00 AM,4,4,231,231,11,13,Tuesday,0,72,54.2,11.86666667,0.245742574,0,8488,9663,-34,12,9429,0.024498886
3858,5/7/2024,5/7/2024 8:56,5/7/2024 8:10,8:56:00 AM,3,3,165,165,12,12,Tuesday,0,72,54.2,11.86666667,0.245742574,0,8488,9663,-45.99999999,13,9429,0.017499205
3858,5/7/2024,5/7/2024 9:20,5/7/2024 8:58,9:20:00 AM,5,5,200,200,13,14,Tuesday,0,72,54.2,11.86666667,0.245742574,0,8488,9663,-22,14,9429,0.021211157
3858,5/7/2024,5/7/2024 9:30,5/7/2024 6:57,9:30:00 AM,4,4,185,185,14,11,Tuesday,0,72,54.2,11.86666667,0.245742574,0,8488,9663,-153,15,9429,0.01962032
3858,5/7/2024,5/7/2024 18:44,5/7/2024 18:32,6:44:00 PM,12,12,677,677,1,2,Tuesday,0,72,54.2,11.86666667,0.245742574,0,8488,9663,-12,2,9429,0.071799767
3858,5/7/2024,5/7/2024 19:00,5/7/2024 18:50,7:00:00 PM,18,18,896,896,2,4,Tuesday,0,72,54.2,11.86666667,0.245742574,0,8488,9663,-10,3,9429,0.095025984
3858,5/7/2024,5/7/2024 19:15,5/7/2024 18:43,7:15:00 PM,6,6,393,393,3,3,Tuesday,0,72,54.2,11.86666667,0.245742574,0,8488,9663,-32,4,9429,0.041679924
3858,5/7/2024,5/7/2024 19:33,5/7/2024 18:25,7:33:00 PM,13,13,836,836,4,1,Tuesday,0,72,54.2,11.86666667,0.245742574,0,8488,9663,-68,5,9429,0.088662637
3858,5/7/2024,5/7/2024 19:45,5/7/2024 19:17,7:45:00 PM,14,15,810,861,5,6,Tuesday,0,72,54.2,11.86666667,0.245742574,0,8488,9663,-28,6,9429,0.085905186
3858,5/7/2024,5/7/2024 20:05,5/7/2024 18:59,8:05:00 PM,4,4,247,247,6,5,Tuesday,0,72,54.2,11.86666667,0.245742574,0,8488,9663,-66,7,9429,0.026195779
3858,5/7/2024,5/7/2024 20:42,5/7/2024 20:41,8:42:00 PM,14,14,782,782,7,10,Tuesday,0,72,54.2,11.86666667,0.245742574,0,8488,9663,-1.000000003,8,9429,0.082935624
3858,5/7/2024,5/7/2024 21:01,5/7/2024 19:47,9:01:00 PM,12,12,741,741,8,7,Tuesday,0,72,54.2,11.86666667,0.245742574,0,8488,9663,-74,9,9429,0.078587337
3858,5/7/2024,5/7/2024 21:01,5/7/2024 20:09,9:01:00 PM,12,12,993,993,9,9,Tuesday,0,72,54.2,11.86666667,0.245742574,0,8488,9663,-52,10,9429,0.105313395
3858,5/7/2024,5/7/2024 21:15,5/7/2024 20:07,9:15:00 PM,5,5,372,372,10,8,Tuesday,0,72,54.2,11.86666667,0.245742574,0,8488,9663,-68,11,9429,0.039452752
3858,5/8/2024,5/8/2024 8:52,5/8/2024 8:17,8:52:00 AM,4,4,245,245,11,13,Wednesday,0,75.2,46.6,6.933333333,0.026666667,0,8488,9429,-35,12,9862,0.024842831
3858,5/8/2024,5/8/2024 8:56,5/8/2024 7:55,8:56:00 AM,4,4,96,96,12,12,Wednesday,0,75.2,46.6,6.933333333,0.026666667,0,8488,9429,-61,13,9862,0.009734334
3858,5/8/2024,5/8/2024 9:20,5/8/2024 8:59,9:20:00 AM,4,4,200,200,13,14,Wednesday,0,75.2,46.6,6.933333333,0.026666667,0,8488,9429,-21.00000001,14,9862,0.020279862
3858,5/8/2024,5/8/2024 9:30,5/8/2024 7:00,9:30:00 AM,5,5,197,197,14,11,Wednesday,0,75.2,46.6,6.933333333,0.026666667,0,8488,9429,-150,15,9862,0.019975664
3858,5/8/2024,5/8/2024 18:05,5/8/2024 17:34,6:05:00 PM,7,8,407,447,1,1,Wednesday,0,75.2,46.6,6.933333333,0.026666667,0,8488,9429,-31,1,9862,0.041269519
3858,5/8/2024,5/8/2024 18:44,5/8/2024 19:03,6:44:00 PM,11,11,670,670,2,5,Wednesday,0,75.2,46.6,6.933333333,0.026666667,0,8488,9429,19,2,9862,0.067937538
3858,5/8/2024,5/8/2024 19:00,5/8/2024 18:25,7:00:00 PM,17,17,849,849,3,2,Wednesday,0,75.2,46.6,6.933333333,0.026666667,0,8488,9429,-35,3,9862,0.086088015
3858,5/8/2024,5/8/2024 19:15,5/8/2024 18:52,7:15:00 PM,5,5,336,336,4,4,Wednesday,0,75.2,46.6,6.933333333,0.026666667,0,8488,9429,-23,4,9862,0.034070168
3858,5/8/2024,5/8/2024 19:33,5/8/2024 18:28,7:33:00 PM,13,14,755,831,5,3,Wednesday,0,75.2,46.6,6.933333333,0.026666667,0,8488,9429,-65,5,9862,0.076556479
3858,5/8/2024,5/8/2024 19:45,5/8/2024 19:44,7:45:00 PM,17,17,987,987,6,7,Wednesday,0,75.2,46.6,6.933333333,0.026666667,0,8488,9429,-0.999999993,6,9862,0.100081119
3858,5/8/2024,5/8/2024 20:05,5/8/2024 19:09,8:05:00 PM,4,4,220,220,7,6,Wednesday,0,75.2,46.6,6.933333333,0.026666667,0,8488,9429,-55.99999999,7,9862,0.022307848
3858,5/8/2024,5/8/2024 20:42,5/8/2024 20:12,8:42:00 PM,11,12,689,701,8,9,Wednesday,0,75.2,46.6,6.933333333,0.026666667,0,8488,9429,-30,8,9862,0.069864125
3858,5/8/2024,5/8/2024 21:01,5/8/2024 20:08,9:01:00 PM,13,14,987,988,9,8,Wednesday,0,75.2,46.6,6.933333333,0.026666667,0,8488,9429,-53.00000001,9,9862,0.100081119
3858,5/8/2024,5/8/2024 21:15,5/8/2024 20:19,9:15:00 PM,5,5,432,432,10,10,Wednesday,0,75.2,46.6,6.933333333,0.026666667,0,8488,9429,-55.99999999,11,9862,0.043804502
3858,5/9/2024,5/9/2024 8:52,5/9/2024 8:44,8:52:00 AM,5,5,239,239,11,13,Thursday,0,69,47,9.466666667,0,0,8488,9862,-7.999999995,12,9281,0.025751535
3858,5/9/2024,5/9/2024 8:56,5/9/2024 7:03,8:56:00 AM,2,2,104,104,12,12,Thursday,0,69,47,9.466666667,0,0,8488,9862,-113,13,9281,0.011205689
3858,5/9/2024,5/9/2024 9:20,5/9/2024 9:00,9:20:00 AM,3,4,126,164,13,14,Thursday,0,69,47,9.466666667,0,0,8488,9862,-20,14,9281,0.013576123
3858,5/9/2024,5/9/2024 9:30,5/9/2024 6:53,9:30:00 AM,4,4,162,162,14,11,Thursday,0,69,47,9.466666667,0,0,8488,9862,-157,15,9281,0.017455016
3858,5/9/2024,5/9/2024 18:05,5/9/2024 17:35,6:05:00 PM,8,8,386,386,1,1,Thursday,0,69,47,9.466666667,0,0,8488,9862,-29.99999999,1,9281,0.041590346
3858,5/9/2024,5/9/2024 18:44,5/9/2024 18:52,6:44:00 PM,11,11,710,710,2,4,Thursday,0,69,47,9.466666667,0,0,8488,9862,8.000000005,2,9281,0.076500377
3858,5/9/2024,5/9/2024 19:00,5/9/2024 18:47,7:00:00 PM,13,14,642,655,3,3,Thursday,0,69,47,9.466666667,0,0,8488,9862,-13,3,9281,0.06917358
3858,5/9/2024,5/9/2024 19:15,5/9/2024 19:55,7:15:00 PM,0,0,0,0,4,8,Thursday,0,69,47,9.466666667,0,0,8488,9862,39.99999999,4,9281,0
3858,5/9/2024,5/9/2024 19:33,5/9/2024 18:43,7:33:00 PM,12,12,786,786,5,2,Thursday,0,69,47,9.466666667,0,0,8488,9862,-50,5,9281,0.08468915
3858,5/9/2024,5/9/2024 19:45,5/9/2024 19:19,7:45:00 PM,14,14,889,889,6,6,Thursday,0,69,47,9.466666667,0,0,8488,9862,-26,6,9281,0.095787092
3858,5/9/2024,5/9/2024 20:05,5/9/2024 19:01,8:05:00 PM,4,4,214,214,7,5,Thursday,0,69,47,9.466666667,0,0,8488,9862,-64,7,9281,0.02305786
3858,5/9/2024,5/9/2024 20:42,5/9/2024 20:36,8:42:00 PM,11,11,664,664,8,11,Thursday,0,69,47,9.466666667,0,0,8488,9862,-6.000000009,8,9281,0.071544015
3858,5/9/2024,5/9/2024 21:01,5/9/2024 20:04,9:01:00 PM,10,10,741,741,9,9,Thursday,0,69,47,9.466666667,0,0,8488,9862,-57.00000001,9,9281,0.079840534
3858,5/9/2024,5/9/2024 21:01,5/9/2024 20:17,9:01:00 PM,12,13,738,802,10,10,Thursday,0,69,47,9.466666667,0,0,8488,9862,-44.00000001,10,9281,0.079517293
3858,5/9/2024,5/9/2024 21:15,5/9/2024 19:53,9:15:00 PM,6,6,361,361,11,7,Thursday,0,69,47,9.466666667,0,0,8488,9862,-81.99999999,11,9281,0.038896671
3858,5/10/2024,5/10/2024 8:52,5/10/2024 8:07,8:52:00 AM,4,4,155,155,12,14,Friday,0,73.6,43.6,9.266666667,0,0,8880,9281,-45,12,10337,0.014994679
3858,5/10/2024,5/10/2024 8:56,5/10/2024 7:31,8:56:00 AM,4,4,204,204,13,13,Friday,0,73.6,43.6,9.266666667,0,0,8880,9281,-84.99999999,13,10337,0.019734933
3858,5/10/2024,5/10/2024 9:20,5/10/2024 8:34,9:20:00 AM,4,4,169,169,14,15,Friday,0,73.6,43.6,9.266666667,0,0,8880,9281,-46,14,10337,0.016349037
3858,5/10/2024,5/10/2024 9:30,5/10/2024 6:55,9:30:00 AM,3,4,118,128,15,12,Friday,0,73.6,43.6,9.266666667,0,0,8880,9281,-155,15,10337,0.011415304
3858,5/10/2024,5/10/2024 18:05,5/10/2024 17:19,6:05:00 PM,10,10,489,489,1,1,Friday,0,73.6,43.6,9.266666667,0,0,8880,9281,-45.99999999,1,10337,0.047305795
3858,5/10/2024,5/10/2024 18:44,5/10/2024 19:00,6:44:00 PM,9,11,578,683,2,5,Friday,0,73.6,43.6,9.266666667,0,0,8880,9281,16,2,10337,0.055915643
3858,5/10/2024,5/10/2024 19:00,5/10/2024 18:32,7:00:00 PM,13,14,623,644,3,2,Friday,0,73.6,43.6,9.266666667,0,0,8880,9281,-28,3,10337,0.060268937
3858,5/10/2024,5/10/2024 19:15,5/10/2024 18:32,7:15:00 PM,5,5,304,304,4,3,Friday,0,73.6,43.6,9.266666667,0,0,8880,9281,-43,4,10337,0.029408919
3858,5/10/2024,5/10/2024 19:33,5/10/2024 18:47,7:33:00 PM,2,2,73,73,5,4,Friday,0,73.6,43.6,9.266666667,0,0,8880,9281,-46,5,10337,0.00706201
3858,5/10/2024,5/10/2024 19:45,5/10/2024 19:06,7:45:00 PM,14,14,820,820,6,6,Friday,0,73.6,43.6,9.266666667,0,0,8880,9281,-39,6,10337,0.079326691
3858,5/10/2024,5/10/2024 20:05,5/10/2024 19:41,8:05:00 PM,3,3,178,178,7,7,Friday,0,73.6,43.6,9.266666667,0,0,8880,9281,-23.99999999,7,10337,0.017219696
3858,5/10/2024,5/10/2024 20:42,5/10/2024 20:03,8:42:00 PM,11,12,636,675,8,10,Friday,0,73.6,43.6,9.266666667,0,0,8880,9281,-39,8,10337,0.061526555
